id,name,weight,measure,k
23118,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",85,3.0 oz,1.4
23134,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.4
23377,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",85,3.0 oz,1.4
23228,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.4
13384,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",85,3.0 oz,1.4
23345,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",85,3.0 oz,1.4
23186,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",85,3.0 oz,1.4
23279,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",85,3.0 oz,1.4
23394,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",85,3.0 oz,1.4
23070,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",85,3.0 oz,1.4
23115,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",85,3.0 oz,1.4
23358,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.4
23199,"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85,3.0 oz,1.4
13165,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",85,3.0 oz,1.4
23083,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.4
23627,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.4
13439,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.4
23166,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",85,3.0 oz,1.4
23260,"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",85,3.0 oz,1.4
13982,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.4
23131,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.4
13381,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",85,3.0 oz,1.4
23099,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.4
23276,"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",85,3.0 oz,1.4
23391,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",85,3.0 oz,1.4
23196,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",85,3.0 oz,1.4
13896,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",85,3.0 oz,1.4
23289,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",85,3.0 oz,1.4
23222,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.4
13598,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.4
23554,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.4
23096,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",85,3.0 oz,1.4
13407,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.4
23147,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",85,3.0 oz,1.4
23008,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",85,3.0 oz,1.4
23241,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",85,3.0 oz,1.4
13351,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.4
23077,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.4
23160,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",85,3.0 oz,1.4
13368,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.4
23125,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.4
17151,"Game meat, beaver, cooked, roasted",85,3.0 oz,1.4
13917,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.4
13449,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.4
23176,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.4
23004,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",85,3.0 oz,1.4
23352,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.4
23157,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",85,3.0 oz,1.4
13822,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",85,3.0 oz,1.4
23251,"Beef, top loin petite roast, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",85,3.0 oz,1.4
13500,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.4
23216,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",85,3.0 oz,1.4
13912,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",85,3.0 oz,1.4
23090,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",85,3.0 oz,1.4
13446,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.4
23267,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.4
13398,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.4
23141,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.4
23235,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",85,3.0 oz,1.4
23106,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.4
23349,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",85,3.0 oz,1.4
23190,"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",85,3.0 oz,1.4
32008,"Pasta mix, classic cheeseburger macaroni, unprepared",123,1.0 package,1.4
11353,"Potatoes, russet, flesh and skin, raw",75,"0.5 cup, diced",1.4
21306,"Fast foods, griddle cake sandwich, sausage",135,1.0 item,1.4
18231,"Crackers, standard snack-type, sandwich, with peanut butter filling",14.2,0.5 oz,1.3
36410,"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",122,1.0 piece,1.3
18214,"Crackers, cheese, regular",14.2,0.5 oz,1.3
18346,"Rolls, dinner, rye",43,"1.0 large (approx 3-1/2"" to 4"" dia)",1.3
11125,"Carrots, cooked, boiled, drained, without salt",9.7,1.0 tbsp,1.3
11757,"Carrots, cooked, boiled, drained, with salt",9.7,1.0 tbsp,1.3
14312,"Beverages, Malted drink mix, natural, powder, prepared with whole milk",265,1.0 cup (8 fl oz),1.3
19069,"Candies, NESTLE, BUTTERFINGER Bar",60,1.0 serving 2.1 oz bar,1.3
28320,"English muffins, whole grain white",57,1.0 muffin 1 serving,1.3
17122,"Veal, shoulder, arm, separable lean and fat, raw",28.35,1.0 oz,1.3
17116,"Veal, shoulder, whole (arm and blade), separable lean and fat, raw",28.35,1.0 oz,1.3
17134,"Veal, sirloin, separable lean and fat, raw",28.35,1.0 oz,1.3
17344,"Game meat, deer, ground, cooked, pan-broiled",93,1.0 patty,1.3
19074,"Candies, caramels",71,1.0 package (2.5 oz),1.3
11422,"Pumpkin, raw",116,"1.0 cup (1"" cubes)",1.3
11643,"Squash, winter, all varieties, raw",116,"1.0 cup, cubes",1.3
23154,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
23213,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
23327,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23491,"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked",85,3.0 oz,1.3
23087,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23264,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13791,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23232,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23103,"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13884,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",85,3.0 oz,1.3
23395,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
23245,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
13356,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23359,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13903,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23324,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23167,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23261,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13983,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23226,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23340,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23343,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13880,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85,3.0 oz,1.3
23068,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
17424,"Veal, ground, cooked, pan-fried",85,3.0 oz,1.3
23151,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
23356,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13491,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",85,3.0 oz,1.3
23290,"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
23129,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23372,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23337,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13647,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13453,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",85,3.0 oz,1.3
23388,"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
13408,"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",85,3.0 oz,1.3
23194,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
23574,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",85,3.0 oz,1.3
13893,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",85,3.0 oz,1.3
23078,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23255,"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
13973,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23369,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13520,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23334,"Beef, round, eye of round steak, boneless separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13596,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23094,"Beef, chuck for stew, separable lean and fat, select, raw",85,3.0 oz,1.3
23177,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23271,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23385,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
23145,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13349,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23110,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23123,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23366,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23217,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23331,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13294,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23139,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23236,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13483,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",85,3.0 oz,1.3
23072,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23155,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
23363,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23328,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13236,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",85,3.0 oz,1.3
23088,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23171,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23265,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23230,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23104,"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13886,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85,3.0 oz,1.3
23281,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
23246,"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
13359,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23360,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23201,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
13904,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23325,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13863,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23262,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13786,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23344,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23185,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23152,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
23357,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23291,"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
13156,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",85,3.0 oz,1.3
23165,"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23130,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23373,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23224,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
15244,"Mollusks, oyster, eastern, wild, cooked, dry heat",85,3.0 oz,1.3
23338,"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13648,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23341,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23066,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13098,"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",85,3.0 oz,1.3
23079,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13370,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",85,3.0 oz,1.3
13974,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23370,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13523,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23335,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13597,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23095,"Beef, chuck for stew, separable lean and fat, choice, raw",85,3.0 oz,1.3
13451,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",85,3.0 oz,1.3
23386,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
23240,"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13950,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",85,3.0 oz,1.3
23111,"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23354,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
17436,"Veal, foreshank, osso buco, separable lean and fat, cooked, braised",85,3.0 oz,1.3
23253,"Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
23124,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23367,"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23218,"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13911,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
23332,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23175,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23269,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23143,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23003,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",85,3.0 oz,1.3
23237,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13347,"Beef, cured, corned beef, brisket, cooked",85,3.0 oz,1.3
23108,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13485,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",85,3.0 oz,1.3
23192,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
23073,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13364,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",85,3.0 oz,1.3
13968,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",85,3.0 oz,1.3
23364,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
13499,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23329,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
23089,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23137,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23000,"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
13479,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",85,3.0 oz,1.3
23282,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
23153,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",85,3.0 oz,1.3
13361,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, cooked",85,3.0 oz,1.3
23361,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
23202,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
13905,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",85,3.0 oz,1.3
23326,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",85,3.0 oz,1.3
13232,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",85,3.0 oz,1.3
23169,"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
23263,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",85,3.0 oz,1.3
17181,"Game meat, rabbit, wild, cooked, stewed",85,3.0 oz,1.3
13788,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, raw",85,3.0 oz,1.3
